Training,Testing
1000,401
2000,1000
3000,170
4000,418
5000,218
6000,49
7000,133
8000,115
9000,1000
10000,137
11000,32
12000,29
13000,23
14000,29
15000,26
16000,23
17000,29
18000,192
19000,26
20000,30
21000,32
22000,33
23000,25
24000,26
25000,54
26000,23
27000,18
28000,20
29000,43
30000,24
31000,27
32000,29
33000,25
34000,30
35000,27
36000,26
37000,100
38000,27
39000,27
40000,27
