Training,Testing
1000,1000
2000,732
3000,616
4000,200
5000,972
6000,52
7000,171
8000,58
9000,40
10000,23
11000,34
12000,42
13000,19
14000,47
15000,22
16000,46
17000,20
18000,22
19000,21
20000,23
21000,24
22000,31
23000,17
24000,22
25000,29
26000,24
27000,28
28000,26
29000,28
30000,31
31000,34
32000,30
33000,26
34000,33
35000,19
36000,24
37000,28
38000,38
39000,31
40000,28
