Training,Testing
1000,583
2000,201
3000,247
4000,385
5000,280
6000,36
7000,1000
8000,40
9000,146
10000,108
11000,1000
12000,29
13000,27
14000,64
15000,514
16000,20
17000,24
18000,33
19000,24
20000,24
21000,29
22000,26
23000,24
24000,20
25000,21
26000,22
27000,28
28000,27
29000,100
30000,74
31000,101
32000,45
33000,40
34000,240
35000,158
36000,49
37000,89
38000,18
39000,21
40000,34
