Training,Testing
1000,1000
2000,213
3000,281
4000,1000
5000,1000
6000,250
7000,88
8000,395
9000,51
10000,633
11000,102
12000,32
13000,31
14000,41
15000,42
16000,31
17000,48
18000,25
19000,32
20000,70
21000,32
22000,104
23000,1000
24000,41
25000,30
26000,76
27000,49
28000,57
29000,59
30000,41
31000,49
32000,41
33000,43
34000,97
35000,92
36000,49
37000,100
38000,36
39000,47
40000,147
