Training,Testing
1000,1000
2000,485
3000,791
4000,802
5000,101
6000,361
7000,192
8000,455
9000,54
10000,63
11000,86
12000,33
13000,42
14000,40
15000,38
16000,366
17000,54
18000,41
19000,43
20000,45
21000,49
22000,1000
23000,52
24000,48
25000,53
26000,47
27000,399
28000,79
29000,39
30000,41
31000,52
32000,48
33000,149
34000,42
35000,51
36000,118
37000,32
38000,439
39000,45
40000,30
